employee_id,department,manager_id,review_status,rating,review_date,tenure_months,hire_type,location,high_potential_flag,promotion_recommended,gender,age,rating_label,education_level,job_level,contract_type,employment_type,performance_cycle,engagement_score,terminated,termination_date,review_timeliness
E3226,Operations,M240,In Progress,5,2025-01-24 14:04:28.764463,64,New Hire,Berlin,No,Yes,Non-Binary,30,Outstanding,High School,Lead,Permanent,Full-Time,2024 H2,1.63,1,2025-03-20 14:04:28.769660,On Time
E3227,Admin,M260,Finalized,4,2025-04-08 14:04:28.764464,116,New Hire,London,No,No,Female,59,Exceeds Expectations,Bachelor,Entry,Temporary,Full-Time,2024 H1,2.47,1,2024-07-26 14:04:28.769661,On Time
E3228,Operations,M224,Submitted,3,2025-04-21 14:04:28.764465,56,Internal Transfer,New York,No,Yes,Male,43,Meets Expectations,Master,Entry,Permanent,Full-Time,2024 H1,2.39,0,,Late
E3229,Product,M216,Finalized,5,2025-05-23 14:04:28.764466,76,New Hire,London,No,No,Male,31,Outstanding,Bachelor,Mid,Permanent,Full-Time,2023 H2,3.02,0,,Late
E3230,Marketing,M245,Finalized,5,2025-02-05 14:04:28.764467,3,Internal Transfer,Singapore,No,Yes,Female,46,Outstanding,Master,Mid,Temporary,Full-Time,2024 H2,4.05,0,,On Time
E3231,Analytics,M231,Submitted,1,2024-10-20 14:04:28.764468,87,New Hire,Berlin,No,No,Female,24,Unsatisfactory,Bachelor,Lead,Temporary,Full-Time,2024 H1,2.64,0,,On Time
E3232,Sales,M220,Finalized,1,2024-12-21 14:04:28.764469,36,Rehire,Berlin,No,No,Female,40,Unsatisfactory,Master,Mid,Permanent,Full-Time,2024 H1,3.99,1,2023-06-14 14:04:28.769662,On Time
E3233,Marketing,M201,Finalized,4,2024-06-26 14:04:28.764469,116,New Hire,London,No,No,Male,59,Exceeds Expectations,Bachelor,Lead,Permanent,Full-Time,2024 H2,3.99,0,,On Time
E3234,Operations,M223,Not Started,4,2024-11-03 14:04:28.764470,109,New Hire,Berlin,No,No,Male,55,Exceeds Expectations,Master,Mid,Permanent,Full-Time,2024 H1,3.21,0,,Late
E3235,IT,M233,In Progress,5,2025-01-17 14:04:28.764471,71,New Hire,Singapore,No,No,Non-Binary,52,Outstanding,High School,Mid,Permanent,Full-Time,2024 H2,4.69,1,2024-11-27 14:04:28.769663,On Time
E3236,HR,M234,Finalized,1,2024-06-29 14:04:28.764472,68,New Hire,Tokyo,No,Yes,Female,24,Unsatisfactory,Master,Mid,Permanent,Full-Time,2023 H2,3.88,0,,Late
E3237,Engineering,M204,Finalized,1,2024-06-17 14:04:28.764473,49,New Hire,Sydney,No,No,Female,59,Unsatisfactory,Bachelor,Senior,Temporary,Full-Time,2024 H2,3.12,1,2024-11-26 14:04:28.769664,On Time
E3238,Finance,M204,In Progress,3,2024-10-17 14:04:28.764474,29,New Hire,London,No,No,Non-Binary,56,Meets Expectations,Bachelor,Mid,Temporary,Part-Time,2024 H1,3.33,1,2024-09-24 14:04:28.769665,On Time
E3239,Analytics,M234,Finalized,4,2024-08-27 14:04:28.764475,57,Internal Transfer,Singapore,No,Yes,Female,56,Exceeds Expectations,Bachelor,Mid,Permanent,Part-Time,2024 H1,3.82,1,2024-08-30 14:04:28.769666,On Time
E3240,Operations,M209,In Progress,1,2025-04-23 14:04:28.764475,69,New Hire,Singapore,Yes,No,Female,53,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.88,0,,On Time
E3241,Analytics,M228,Submitted,1,2024-10-10 14:04:28.764476,21,Internal Transfer,London,No,No,Female,44,Unsatisfactory,Bachelor,Entry,Permanent,Full-Time,2024 H2,3.95,1,2024-02-23 14:04:28.769667,On Time
E3242,Product,M251,Submitted,1,2025-01-13 14:04:28.764477,8,Rehire,Singapore,No,No,Male,25,Unsatisfactory,PhD,Mid,Temporary,Full-Time,2023 H2,1.51,0,,On Time
E3243,Product,M227,In Progress,5,2025-05-29 14:04:28.764478,22,New Hire,Sydney,No,Yes,Female,44,Outstanding,Master,Senior,Temporary,Part-Time,2023 H2,2.21,0,,On Time
E3244,Finance,M200,Finalized,2,2024-09-01 14:04:28.764479,6,Rehire,Singapore,Yes,No,Non-Binary,33,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H2,3.09,1,2024-04-25 14:04:28.769668,On Time
E3245,Sales,M213,Finalized,1,2024-06-09 14:04:28.764480,101,New Hire,Tokyo,No,Yes,Male,27,Unsatisfactory,Bachelor,Lead,Permanent,Full-Time,2024 H2,1.53,0,,On Time
E3246,HR,M203,Finalized,1,2025-01-15 14:04:28.764480,108,New Hire,Sydney,No,No,Female,33,Unsatisfactory,High School,Mid,Temporary,Full-Time,2024 H2,4.6,0,,Late
E3247,Engineering,M204,Finalized,2,2024-11-22 14:04:28.764481,98,Rehire,Singapore,No,No,Female,42,Needs Improvement,High School,Mid,Permanent,Full-Time,2024 H2,3.05,0,,On Time
E3248,Engineering,M262,Finalized,3,2024-12-25 14:04:28.764482,41,Internal Transfer,Sydney,No,No,Female,29,Meets Expectations,Master,Lead,Permanent,Full-Time,2024 H2,4.3,0,,Late
E3249,IT,M240,In Progress,1,2024-07-26 14:04:28.764483,3,New Hire,Tokyo,No,No,Male,43,Unsatisfactory,Master,Entry,Permanent,Full-Time,2023 H2,2.08,1,2024-01-19 14:04:28.769670,On Time
E3250,Admin,M225,Finalized,3,2024-09-08 14:04:28.764484,61,New Hire,London,No,No,Female,39,Meets Expectations,High School,Entry,Permanent,Full-Time,2024 H2,3.2,0,,On Time
E3251,Operations,M235,In Progress,1,2024-08-11 14:04:28.764485,5,New Hire,New York,No,No,Male,30,Unsatisfactory,Bachelor,Senior,Permanent,Full-Time,2024 H2,3.67,0,,On Time
E3252,Marketing,M246,Not Started,5,2025-03-04 14:04:28.764486,24,New Hire,Singapore,No,Yes,Female,50,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H1,4.68,0,,Late
E3253,Finance,M202,Submitted,1,2024-10-01 14:04:28.764486,58,New Hire,London,No,No,Female,40,Unsatisfactory,High School,Entry,Temporary,Full-Time,2023 H2,2.51,0,,On Time
E3254,Sales,M235,Not Started,1,2024-11-19 14:04:28.764487,12,Internal Transfer,New York,No,No,Male,23,Unsatisfactory,Bachelor,Senior,Intern,Full-Time,2024 H1,4.85,0,,On Time
E3255,Finance,M213,Submitted,2,2024-07-23 14:04:28.764488,62,New Hire,New York,Yes,No,Female,58,Needs Improvement,PhD,Entry,Permanent,Full-Time,2023 H2,4.83,0,,On Time
E3256,Operations,M260,Finalized,2,2024-12-22 14:04:28.764489,97,Rehire,Tokyo,Yes,No,Female,22,Needs Improvement,Bachelor,Lead,Permanent,Full-Time,2024 H1,2.36,0,,On Time
E3257,Engineering,M240,In Progress,3,2024-10-21 14:04:28.764490,60,Internal Transfer,London,No,No,Non-Binary,51,Meets Expectations,High School,Lead,Permanent,Full-Time,2024 H2,3.84,0,,On Time
E3258,IT,M259,Not Started,1,2024-11-20 14:04:28.764491,74,New Hire,Sydney,No,No,Female,37,Unsatisfactory,Bachelor,Entry,Permanent,Full-Time,2024 H2,4.67,0,,On Time
E3259,IT,M256,Submitted,2,2025-05-30 14:04:28.764491,39,New Hire,London,No,No,Male,54,Needs Improvement,Bachelor,Lead,Permanent,Full-Time,2023 H2,2.85,0,,On Time
E3260,Operations,M206,Finalized,4,2024-12-15 14:04:28.764492,1,New Hire,Singapore,No,No,Male,25,Exceeds Expectations,Bachelor,Lead,Permanent,Part-Time,2024 H2,4.61,1,2024-11-25 14:04:28.769672,On Time
E3261,Analytics,M258,Submitted,2,2025-03-30 14:04:28.764493,101,New Hire,Tokyo,No,No,Non-Binary,51,Needs Improvement,Bachelor,Senior,Permanent,Part-Time,2024 H2,4.91,0,,On Time
E3262,Admin,M217,Finalized,4,2024-06-22 14:04:28.764494,112,New Hire,Tokyo,No,No,Female,26,Exceeds Expectations,Master,Mid,Intern,Full-Time,2023 H2,4.02,0,,On Time
E3263,Admin,M244,Submitted,3,2025-05-05 14:04:28.764495,107,Rehire,Tokyo,No,No,Female,36,Meets Expectations,Bachelor,Mid,Permanent,Part-Time,2024 H1,1.66,0,,On Time
E3264,Legal,M258,Submitted,2,2024-07-15 14:04:28.764496,55,Internal Transfer,New York,No,No,Female,55,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.34,0,,On Time
E3265,Marketing,M217,Finalized,5,2025-02-09 14:04:28.764496,119,New Hire,New York,No,No,Non-Binary,55,Outstanding,Bachelor,Mid,Permanent,Part-Time,2024 H1,1.93,0,,On Time
E3266,IT,M213,Finalized,1,2024-11-11 14:04:28.764497,110,Internal Transfer,Berlin,No,No,Female,33,Unsatisfactory,High School,Senior,Permanent,Full-Time,2024 H2,3.25,0,,On Time
E3267,Analytics,M204,In Progress,1,2025-02-16 14:04:28.764498,40,Internal Transfer,Tokyo,No,No,Female,28,Unsatisfactory,Master,Entry,Permanent,Full-Time,2024 H1,2.44,0,,Late
E3268,Product,M227,Submitted,4,2024-08-27 14:04:28.764499,111,New Hire,Singapore,No,No,Female,45,Exceeds Expectations,High School,Entry,Permanent,Full-Time,2024 H1,2.85,0,,On Time
E3269,Analytics,M212,Submitted,3,2024-08-06 14:04:28.764500,7,New Hire,Tokyo,No,No,Non-Binary,42,Meets Expectations,Master,Senior,Intern,Full-Time,2024 H2,4.87,0,,On Time
E3270,Engineering,M231,Finalized,1,2024-12-24 14:04:28.764501,25,Internal Transfer,New York,No,No,Female,28,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2023 H2,3.52,0,,On Time
E3271,Finance,M228,Not Started,5,2025-01-22 14:04:28.764502,50,New Hire,Singapore,Yes,No,Female,24,Outstanding,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.5,1,2023-10-25 14:04:28.769673,On Time
E3272,Finance,M242,Not Started,4,2024-10-08 14:04:28.764502,90,New Hire,Tokyo,No,No,Female,25,Exceeds Expectations,Master,Senior,Permanent,Full-Time,2023 H2,3.45,0,,On Time
E3273,Finance,M211,In Progress,5,2025-04-28 14:04:28.764504,100,New Hire,London,No,Yes,Female,58,Outstanding,PhD,Lead,Temporary,Full-Time,2024 H2,3.79,1,2024-05-04 14:04:28.769674,On Time
E3274,Admin,M250,Finalized,3,2025-05-21 14:04:28.764504,66,Internal Transfer,Sydney,No,Yes,Male,22,Meets Expectations,Master,Mid,Permanent,Part-Time,2024 H1,2.72,0,,On Time
E3275,Engineering,M211,Submitted,2,2025-02-21 14:04:28.764505,119,New Hire,Singapore,No,No,Male,37,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2023 H2,1.59,1,2024-03-28 14:04:28.769676,Late
E3276,HR,M226,Submitted,4,2024-12-19 14:04:28.764506,101,New Hire,London,Yes,No,Male,47,Exceeds Expectations,Master,Entry,Permanent,Full-Time,2024 H1,3.11,0,,On Time
E3277,Marketing,M207,Not Started,3,2025-04-06 14:04:28.764507,44,New Hire,Sydney,No,No,Female,24,Meets Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H2,1.86,0,,On Time
E3278,Operations,M202,Submitted,2,2024-06-27 14:04:28.764508,99,New Hire,Sydney,No,No,Male,26,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H1,1.54,0,,On Time
E3279,Marketing,M250,Finalized,3,2024-07-13 14:04:28.764509,102,Rehire,Singapore,No,No,Male,52,Meets Expectations,Master,Entry,Permanent,Full-Time,2024 H1,4.66,0,,On Time
E3280,Marketing,M257,In Progress,2,2024-09-16 14:04:28.764509,91,Internal Transfer,New York,Yes,No,Male,43,Needs Improvement,Bachelor,Lead,Permanent,Full-Time,2024 H2,2.59,0,,On Time
E3281,Product,M222,Not Started,3,2024-12-06 14:04:28.764510,45,Internal Transfer,Singapore,No,No,Male,46,Meets Expectations,Bachelor,Senior,Temporary,Full-Time,2024 H1,4.53,0,,On Time
E3282,Marketing,M222,In Progress,4,2025-03-10 14:04:28.764511,99,Internal Transfer,Tokyo,No,No,Male,27,Exceeds Expectations,PhD,Entry,Permanent,Full-Time,2024 H2,4.92,0,,On Time
E3283,Analytics,M204,Finalized,3,2024-09-25 14:04:28.764512,104,New Hire,Sydney,No,No,Female,36,Meets Expectations,Bachelor,Entry,Temporary,Full-Time,2023 H2,2.72,1,2024-02-13 14:04:28.769677,On Time
E3284,HR,M251,Finalized,4,2024-08-13 14:04:28.764513,74,New Hire,Singapore,No,No,Non-Binary,33,Exceeds Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H1,1.93,0,,On Time
E3285,Analytics,M212,Finalized,1,2025-04-09 14:04:28.764514,84,Rehire,Singapore,No,No,Non-Binary,24,Unsatisfactory,High School,Senior,Temporary,Full-Time,2024 H2,2.38,1,2024-05-02 14:04:28.769678,On Time
E3286,Engineering,M221,In Progress,2,2024-09-04 14:04:28.764514,54,New Hire,Singapore,Yes,No,Male,36,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H1,2.31,1,2023-10-26 14:04:28.769679,On Time
E3287,Product,M257,Finalized,3,2024-07-11 14:04:28.764515,29,New Hire,London,Yes,No,Male,47,Meets Expectations,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.83,0,,On Time
E3288,Operations,M239,Finalized,5,2024-12-03 14:04:28.764516,46,Internal Transfer,Tokyo,No,No,Female,38,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.48,0,,On Time
E3289,Sales,M244,Finalized,4,2024-08-16 14:04:28.764517,101,New Hire,Singapore,No,No,Female,39,Exceeds Expectations,High School,Mid,Permanent,Part-Time,2024 H2,2.12,0,,On Time
E3290,Operations,M240,Not Started,5,2024-08-28 14:04:28.764518,53,New Hire,New York,Yes,No,Female,49,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H2,3.42,0,,On Time
E3291,HR,M241,Submitted,5,2025-04-08 14:04:28.764519,101,Internal Transfer,Berlin,No,Yes,Female,42,Outstanding,Master,Entry,Temporary,Full-Time,2024 H2,3.66,0,,Late
E3292,IT,M229,Not Started,1,2024-11-21 14:04:28.764520,5,New Hire,New York,No,No,Female,52,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2023 H2,2.78,0,,On Time
E3293,Sales,M208,Submitted,5,2025-02-25 14:04:28.764520,79,New Hire,London,No,No,Male,43,Outstanding,Bachelor,Lead,Permanent,Full-Time,2024 H2,4.35,0,,Late
E3294,Operations,M235,Submitted,1,2025-03-20 14:04:28.764521,92,Internal Transfer,London,No,Yes,Male,44,Unsatisfactory,Bachelor,Entry,Permanent,Part-Time,2024 H1,3.59,0,,On Time
E3295,Engineering,M201,Submitted,2,2024-11-29 14:04:28.764522,23,New Hire,Berlin,No,Yes,Female,38,Needs Improvement,PhD,Lead,Temporary,Full-Time,2023 H2,4.53,0,,On Time
E3296,Marketing,M204,Finalized,5,2024-11-26 14:04:28.764523,4,New Hire,Sydney,No,No,Male,28,Outstanding,Bachelor,Lead,Permanent,Part-Time,2024 H2,4.36,0,,On Time
E3297,Marketing,M255,Finalized,4,2024-09-23 14:04:28.764524,101,Rehire,New York,No,No,Male,31,Exceeds Expectations,Bachelor,Senior,Permanent,Full-Time,2024 H1,4.81,0,,On Time
E3298,HR,M256,In Progress,5,2024-07-10 14:04:28.764525,100,New Hire,Sydney,No,Yes,Male,33,Outstanding,Master,Entry,Permanent,Full-Time,2024 H1,3.75,1,2025-05-12 14:04:28.769681,On Time
E3299,Admin,M256,In Progress,5,2025-05-19 14:04:28.764525,89,Rehire,Singapore,No,No,Female,22,Outstanding,High School,Senior,Temporary,Full-Time,2024 H2,2.96,0,,On Time
E3300,Analytics,M255,In Progress,4,2025-03-18 14:04:28.764526,69,New Hire,Sydney,No,No,Female,31,Exceeds Expectations,PhD,Mid,Permanent,Full-Time,2023 H2,4.44,0,,On Time
E3301,IT,M248,Submitted,1,2025-02-19 14:04:28.764527,17,New Hire,London,No,Yes,Male,35,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2023 H2,2.85,1,2023-07-24 14:04:28.769682,On Time
E3302,HR,M216,Finalized,3,2025-04-23 14:04:28.764528,87,Internal Transfer,Berlin,No,No,Female,58,Meets Expectations,High School,Entry,Permanent,Part-Time,2024 H1,3.14,0,,On Time
E3303,Sales,M258,Finalized,1,2024-06-21 14:04:28.764529,21,New Hire,Singapore,No,No,Male,46,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2023 H2,4.14,0,,Late
E3304,Analytics,M232,Finalized,1,2024-10-16 14:04:28.764530,93,New Hire,Sydney,Yes,No,Female,25,Unsatisfactory,Master,Entry,Permanent,Full-Time,2024 H1,3.97,0,,On Time
E3305,Marketing,M200,Finalized,1,2025-05-24 14:04:28.764530,62,New Hire,Singapore,Yes,No,Female,46,Unsatisfactory,Bachelor,Entry,Permanent,Full-Time,2023 H2,2.33,0,,On Time
E3306,Legal,M245,Submitted,5,2024-07-17 14:04:28.764531,43,Internal Transfer,Berlin,No,Yes,Non-Binary,27,Outstanding,Master,Entry,Permanent,Full-Time,2024 H2,1.91,0,,On Time
E3307,Operations,M241,In Progress,1,2025-04-03 14:04:28.764532,16,New Hire,Tokyo,No,No,Non-Binary,53,Unsatisfactory,High School,Senior,Temporary,Full-Time,2023 H2,2.42,0,,On Time
E3308,IT,M220,Finalized,1,2024-08-08 14:04:28.764533,36,New Hire,Berlin,No,No,Female,34,Unsatisfactory,Bachelor,Senior,Permanent,Full-Time,2024 H1,3.39,1,2024-08-31 14:04:28.769684,On Time
E3309,Analytics,M214,Finalized,3,2025-05-09 14:04:28.764534,64,New Hire,Tokyo,No,No,Male,56,Meets Expectations,PhD,Mid,Permanent,Full-Time,2024 H2,4.46,0,,On Time
E3310,Finance,M216,Finalized,1,2024-10-30 14:04:28.764535,87,Internal Transfer,Sydney,No,No,Female,52,Unsatisfactory,Bachelor,Senior,Temporary,Full-Time,2024 H1,4.25,0,,On Time
E3311,Sales,M204,In Progress,2,2025-02-26 14:04:28.764536,98,New Hire,New York,Yes,No,Male,47,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2024 H2,4.87,0,,On Time
E3312,Operations,M218,Finalized,5,2024-06-13 14:04:28.764536,49,Internal Transfer,New York,No,No,Male,42,Outstanding,Bachelor,Mid,Permanent,Full-Time,2024 H1,2.52,0,,On Time
E3313,Sales,M228,In Progress,3,2025-03-21 14:04:28.764537,71,New Hire,Sydney,No,No,Female,52,Meets Expectations,High School,Entry,Permanent,Full-Time,2023 H2,3.88,1,2024-04-19 14:04:28.769685,On Time
E3314,Operations,M218,Submitted,2,2024-11-02 14:04:28.764538,91,New Hire,Berlin,No,Yes,Female,30,Needs Improvement,Master,Mid,Permanent,Full-Time,2024 H1,4.61,0,,On Time
E3315,Operations,M226,Finalized,2,2024-11-09 14:04:28.764539,53,New Hire,Tokyo,No,No,Female,26,Needs Improvement,Master,Mid,Permanent,Full-Time,2024 H2,3.78,1,2024-12-22 14:04:28.769686,On Time
E3316,IT,M242,Submitted,5,2024-10-18 14:04:28.764540,81,Internal Transfer,Sydney,No,No,Female,46,Outstanding,Master,Mid,Permanent,Full-Time,2024 H1,3.35,1,2024-10-29 14:04:28.769687,Late
E3317,HR,M253,Finalized,1,2024-07-26 14:04:28.764540,78,New Hire,London,No,No,Non-Binary,26,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2024 H2,3.16,0,,On Time
E3318,IT,M211,Finalized,2,2025-01-22 14:04:28.764541,80,New Hire,Sydney,Yes,No,Male,41,Needs Improvement,Bachelor,Senior,Temporary,Part-Time,2024 H2,2.62,1,2023-10-08 14:04:28.769688,On Time
E3319,HR,M230,Submitted,2,2024-12-13 14:04:28.764542,44,New Hire,Berlin,Yes,No,Male,54,Needs Improvement,High School,Senior,Permanent,Full-Time,2024 H2,3.02,1,2024-06-28 14:04:28.769689,On Time
E3320,Admin,M214,Submitted,2,2024-12-31 14:04:28.764543,106,Internal Transfer,Sydney,No,Yes,Male,39,Needs Improvement,High School,Senior,Permanent,Full-Time,2023 H2,4.96,0,,On Time
E3321,Sales,M239,Submitted,4,2024-08-31 14:04:28.764544,108,Internal Transfer,Berlin,Yes,Yes,Male,39,Exceeds Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H2,3.63,1,2024-04-09 14:04:28.769690,On Time
E3322,Sales,M244,Finalized,1,2025-05-13 14:04:28.764545,43,New Hire,Singapore,No,No,Female,33,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2024 H1,4.74,0,,On Time
E3323,IT,M234,Not Started,2,2024-11-15 14:04:28.764546,27,Internal Transfer,Sydney,No,Yes,Male,36,Needs Improvement,High School,Lead,Temporary,Part-Time,2023 H2,4.44,0,,Late
E3324,Admin,M240,Finalized,5,2024-06-25 14:04:28.764546,21,New Hire,Berlin,Yes,Yes,Female,25,Outstanding,Bachelor,Entry,Permanent,Full-Time,2023 H2,2.28,0,,Late
E3325,Finance,M225,Submitted,4,2024-06-22 14:04:28.764547,10,New Hire,Sydney,No,No,Female,39,Exceeds Expectations,Master,Mid,Permanent,Full-Time,2023 H2,3.55,0,,On Time
E3326,Product,M228,Finalized,5,2024-12-15 14:04:28.764548,36,Internal Transfer,Berlin,No,No,Non-Binary,58,Outstanding,High School,Entry,Temporary,Full-Time,2023 H2,4.23,0,,On Time
E3327,HR,M254,Submitted,2,2025-03-01 14:04:28.764549,9,New Hire,Berlin,No,No,Female,23,Needs Improvement,Bachelor,Senior,Permanent,Full-Time,2024 H2,2.65,0,,On Time
E3328,Engineering,M215,Not Started,2,2024-08-06 14:04:28.764550,98,New Hire,Sydney,No,No,Non-Binary,51,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2023 H2,3.41,1,2025-01-31 14:04:28.769692,On Time
E3329,Marketing,M200,Finalized,1,2024-10-14 14:04:28.764551,14,New Hire,New York,No,No,Female,32,Unsatisfactory,Bachelor,Mid,Permanent,Part-Time,2024 H1,4.84,0,,On Time
E3330,Admin,M249,Finalized,3,2025-01-21 14:04:28.764552,27,New Hire,Singapore,No,No,Male,23,Meets Expectations,Master,Mid,Temporary,Full-Time,2024 H2,4.17,0,,On Time
E3331,Operations,M202,Finalized,5,2025-03-03 14:04:28.764552,88,New Hire,Tokyo,No,Yes,Male,42,Outstanding,High School,Lead,Permanent,Full-Time,2024 H1,1.67,0,,On Time
E3332,Operations,M252,Finalized,4,2024-08-16 14:04:28.764553,1,New Hire,Sydney,No,No,Female,39,Exceeds Expectations,Bachelor,Mid,Temporary,Full-Time,2024 H2,2.24,0,,On Time
E3333,Operations,M242,In Progress,3,2024-08-25 14:04:28.764554,103,Internal Transfer,London,No,No,Female,24,Meets Expectations,High School,Mid,Permanent,Full-Time,2024 H2,2.26,0,,On Time
E3334,Admin,M236,Finalized,4,2024-11-10 14:04:28.764555,104,New Hire,Berlin,No,No,Male,40,Exceeds Expectations,Bachelor,Entry,Permanent,Full-Time,2024 H1,2.17,0,,On Time
E3335,Product,M235,In Progress,2,2024-07-30 14:04:28.764556,5,Internal Transfer,New York,Yes,No,Male,55,Needs Improvement,Bachelor,Senior,Temporary,Full-Time,2024 H1,2.07,0,,On Time
E3336,Sales,M257,Submitted,4,2025-03-05 14:04:28.764557,62,New Hire,Sydney,No,No,Female,28,Exceeds Expectations,PhD,Entry,Permanent,Full-Time,2023 H2,2.47,0,,Late
E3337,Analytics,M213,Finalized,2,2024-07-14 14:04:28.764557,89,New Hire,Tokyo,No,No,Male,33,Needs Improvement,Master,Senior,Permanent,Full-Time,2024 H1,2.83,1,2025-04-12 14:04:28.769693,Late
E3338,Operations,M225,Finalized,4,2024-12-05 14:04:28.764558,16,New Hire,Tokyo,No,No,Female,27,Exceeds Expectations,Bachelor,Mid,Permanent,Full-Time,2024 H1,3.57,1,2024-06-21 14:04:28.769694,On Time
E3339,Product,M253,Submitted,3,2024-07-26 14:04:28.764559,84,Rehire,London,No,No,Male,45,Meets Expectations,Master,Entry,Temporary,Full-Time,2024 H2,2.31,0,,On Time
E3340,HR,M208,Submitted,2,2025-04-03 14:04:28.764560,21,New Hire,London,No,Yes,Female,35,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2024 H1,1.69,0,,On Time
E3341,Finance,M259,Submitted,2,2024-08-25 14:04:28.764561,61,New Hire,Berlin,No,Yes,Male,51,Needs Improvement,Bachelor,Entry,Permanent,Full-Time,2023 H2,1.95,0,,On Time
E3342,Admin,M217,Finalized,1,2025-01-28 14:04:28.764562,109,New Hire,Tokyo,No,Yes,Male,23,Unsatisfactory,High School,Senior,Temporary,Full-Time,2024 H1,2.5,1,2025-05-21 14:04:28.769696,On Time
E3343,Product,M245,Submitted,4,2024-07-28 14:04:28.764563,76,New Hire,New York,No,No,Female,50,Exceeds Expectations,Master,Entry,Permanent,Full-Time,2023 H2,1.73,1,2023-11-15 14:04:28.769697,On Time
E3344,Finance,M256,Submitted,5,2025-02-03 14:04:28.764563,75,Internal Transfer,Sydney,No,Yes,Male,47,Outstanding,Bachelor,Mid,Permanent,Full-Time,2023 H2,1.52,0,,Late
E3345,Analytics,M251,Finalized,5,2024-09-23 14:04:28.764564,33,New Hire,London,No,No,Non-Binary,42,Outstanding,Master,Entry,Permanent,Full-Time,2024 H2,4.61,1,2025-02-01 14:04:28.769698,On Time
E3346,Sales,M213,Finalized,1,2024-10-08 14:04:28.764565,59,New Hire,Singapore,No,No,Female,30,Unsatisfactory,Bachelor,Mid,Permanent,Full-Time,2023 H2,2.72,1,2024-10-10 14:04:28.769699,On Time
E3347,IT,M256,Submitted,1,2025-04-14 14:04:28.764566,84,New Hire,New York,No,No,Non-Binary,42,Unsatisfactory,Master,Senior,Permanent,Part-Time,2024 H2,3.58,0,,On Time
E3348,IT,M263,Finalized,5,2024-08-19 14:04:28.764567,42,New Hire,London,No,No,Non-Binary,30,Outstanding,Bachelor,Entry,Permanent,Full-Time,2024 H2,2.43,0,,On Time
E3349,Operations,M237,Finalized,2,2025-02-16 14:04:28.764568,76,New Hire,Singapore,No,No,Male,50,Needs Improvement,Bachelor,Mid,Temporary,Full-Time,2024 H2,2.18,0,,On Time
E3350,Analytics,M219,Submitted,5,2024-10-04 14:04:28.764568,70,Rehire,Singapore,No,Yes,Female,39,Outstanding,PhD,Mid,Permanent,Full-Time,2024 H1,3.77,0,,On Time
E3351,Finance,M219,In Progress,1,2024-06-01 14:04:28.764569,116,New Hire,Tokyo,No,Yes,Female,46,Unsatisfactory,High School,Mid,Permanent,Full-Time,2024 H2,4.27,0,,On Time
E3352,HR,M201,Finalized,1,2024-11-25 14:04:28.764570,112,New Hire,Singapore,No,No,Female,45,Unsatisfactory,High School,Entry,Temporary,Part-Time,2024 H2,1.82,0,,On Time
E3353,Analytics,M247,Submitted,1,2024-06-01 14:04:28.764571,42,New Hire,Berlin,No,No,Female,56,Unsatisfactory,High School,Entry,Permanent,Full-Time,2023 H2,3.71,0,,On Time
E3354,Product,M247,Submitted,3,2024-10-13 14:04:28.764572,53,New Hire,Sydney,No,No,Female,49,Meets Expectations,Bachelor,Mid,Temporary,Part-Time,2024 H2,2.7,0,,On Time
E3355,Product,M258,Finalized,1,2024-12-21 14:04:28.764573,69,Internal Transfer,Berlin,No,No,Female,39,Unsatisfactory,Bachelor,Mid,Temporary,Full-Time,2023 H2,4.18,0,,Late
E3356,Analytics,M228,In Progress,2,2024-08-09 14:04:28.764574,30,New Hire,London,No,Yes,Male,59,Needs Improvement,Bachelor,Mid,Permanent,Full-Time,2023 H2,3.48,0,,On Time
E3357,Engineering,M238,Finalized,1,2024-12-31 14:04:28.764574,118,New Hire,Sydney,No,Yes,Male,34,Unsatisfactory,Bachelor,Mid,Temporary,Full-Time,2024 H2,1.95,0,,On Time
